Income_count,Employment_count,CIF,ALCOHOL,DEPRESS,EMERG,Attendance,Attainment,Noquals,NEET,PT_GP,PT_Post,PT_retail,crime_count,overcrowded_count,nocentralheat_count
210,110,160,143.7232429,0.229910714,130.519431,0.656462585,4.90322581,141.6636259,0.13,4.348849421,6.435322602,6.280860172,58.02723573,149,7
175,90,135,325.8818486,0.203892493,121.1141104,0.595307918,4.74468085,157.6365881,0.1,9.334812394,7.316547888,10.01605538,54.0253574,244,15
120,65,140,47.35395919,0.198945982,111.4337171,0.683453237,5.19230769,124.356212,0.09,11.73427434,4.938588701,11.73887777,31.01455703,142,3
75,35,75,45.35331198,0.148514851,85.84094337,0.736040609,5.21428571,84.81284617,0.07,9.926913735,9.408045444,10.22167081,37.01737452,78,12
270,200,260,257.8100828,0.247875354,143.9403294,0.585585586,4.85714286,193.5059362,0.26,8.307687497,7.666000009,8.620054693,79.03709694,167,14
275,150,175,148.7236325,0.218068536,134.5839901,0.653979239,4.87179487,182.1748516,0.18,8.343178988,4.335983318,8.672268436,65.0305228,247,24
100,55,120,89.8442111,0.182634731,111.1090197,0.686046512,4.41666667,98.71451656,0.07,7.752106087,5.978770269,8.453983793,63.02958364,54,1
100,60,115,28.17452096,0.207126949,85.35503244,0.777777778,5.13636364,125.5281834,0.05,6.093417745,7.589225787,7.555129463,13.00610456,63,10
60,25,65,62.75560145,0.169642857,78.06033976,0.855813954,5.52631579,74.4055223,0.04,8.060263489,9.84329036,8.890190633,27.0126787,50,1
30,15,60,12.58346133,0.111111111,88.68936761,0.843575419,5.875,46.62920867,0.03,12.53190232,12.44480849,14.54145646,20.00939163,35,4
10,10,35,23.76623271,0.108614232,50.84866743,0.890756303,5.83333333,46.99636482,0.01,10.378909,10.61069204,14.49847881,26.01220912,28,3
40,40,60,73.10792837,0.142174432,64.16960084,0.905172414,6.09090909,50.43944695,0.03,5.236974449,8.57329584,9.395388858,17.00798289,53,13
75,30,80,89.37418406,0.209223847,87.89177128,0.86163522,5.83333333,43.74770788,0.04,5.031456263,4.248399828,11.64398663,25.01173954,22,1
20,10,50,53.98641647,0.17961165,57.82999073,0.940740741,6,15.81931503,0,4.674317583,3.421631525,10.36144231,19.00892205,13,8
40,30,75,24.74519568,0.204272363,65.54942823,0.890909091,6.33333333,45.88711546,0.06,9.46576362,8.46796151,15.12541489,21.00986121,31,10
45,20,75,17.44741772,0.118584071,79.22887424,0.854166667,4.42857143,59.90835225,0.06,7.230608901,9.755904089,12.01089482,8.003756652,54,16
185,105,150,207.3165961,0.231316726,123.8922176,0.798816568,5.625,129.1380161,0.04,8.291222171,10.85330547,12.693915,14.00657414,155,26
185,110,120,160.6222015,0.180746562,111.5829214,0.68372093,5.22580645,131.8877556,0.09,7.392799001,8.715735242,11.2719705,42.01972243,124,23
105,50,115,144.6054078,0.179083095,107.6255299,0.861842105,5.06666667,81.61700721,0.02,6.428583505,5.651332428,10.03734573,30.01408745,133,10
130,55,100,90.40234463,0.138823529,101.8603956,0.720238095,4.875,87.47081187,0.03,9.251175746,7.155401621,10.86728754,14.00657414,141,18
120,55,115,61.29189062,0.159395973,103.2585746,0.679775281,4.68421053,106.3204787,0.21,9.835986637,4.277692384,10.16941482,17.00798289,106,13
130,60,125,106.0739846,0.184210526,126.7510902,0.771028037,4.875,138.198308,0.13,7.011812688,5.489568503,12.29336313,25.01173954,176,26
60,15,65,30.95691289,0.142147117,76.70934053,0.885245902,6.5,40.1480266,0,6.486690397,7.413022334,8.209548687,49.0230095,35,6
20,15,35,18.54575449,0.10295858,65.81848104,0.940944882,5.81818182,20.67541398,0.01,8.575006534,3.407303241,8.782128939,16.0075133,53,6
25,5,65,100.832394,0.128140704,66.09021336,0.95,6.38461538,55.24669602,0.03,9.564487314,5.89189738,10.32423083,13.00610456,10,1
25,15,50,21.24067205,0.099378882,62.74543539,0.925,5.78571429,25.93470205,0.03,9.972938,4.665171278,10.06663375,8.003756652,41,11
40,30,50,174.7993234,0.113557358,65.345465,0.924170616,6.04347826,43.1563264,0,9.450688698,6.362220812,9.567800358,13.00610456,64,9
70,45,80,64.26934388,0.1272509,86.60180373,0.838427948,5.20689655,53.73234776,0.03,10.63479605,7.052506604,9.599782918,53.02488782,106,12
10,10,30,12.35843374,0.126631854,61.85895074,0.976047904,6.55555556,20.26350815,0.02,7.036878202,7.246573731,7.924077,37.01737452,20,7
35,20,45,91.15712704,0.131277533,69.29662201,0.940789474,5.66666667,23.86238883,0.02,6.09348988,6.402605971,7.146729327,28.01314828,71,17
200,100,150,162.1381805,0.248612653,119.9878894,0.835294118,5.07142857,119.1852169,0,6.370066357,6.958406094,6.495033177,27.0126787,171,8
145,75,120,148.152823,0.1774942,110.9362932,0.830645161,4.90909091,122.7720993,0.01,4.813735341,7.060334573,7.340240549,17.00798289,181,9
30,15,50,42.54736924,0.150058617,64.88160842,0.90960452,6.18181818,49.29504297,0.02,7.114840909,9.221326651,9.998153381,23.01080038,40,10
50,25,65,86.68659245,0.122739018,57.90348743,0.802469136,5.46153846,41.26065285,0.01,2.748593167,7.4912813,7.791547206,12.00563498,185,17
25,25,25,103.5277853,0.105855856,52.68076,0.790476191,6.33333333,19.39708555,0.04,3.793511975,6.724839528,8.233683351,31.01455703,118,10
60,30,40,88.67836733,0.102439024,51.91732533,0.897849462,5.61538462,29.45805335,0.03,4.395731969,5.502021821,9.086077216,24.01126996,118,33
30,25,45,69.25194314,0.075363596,50.78175075,0.892307692,5,52.52524884,0,6.713982508,7.362019313,10.6043931,32.01502661,262,15
15,10,20,79.08372366,0.069666183,66.21841025,0.833333333,6.5,30.11185179,0,6.23103073,8.203907637,10.02435385,22.01033079,113,19
95,65,100,61.42582725,0.14013346,60.99073554,0.85106383,5.125,46.90429627,0.03,3.360086948,4.598334068,7.420104825,14.00657414,327,78
30,30,40,32.59117255,0.089795918,42.2690305,0.845360825,6.38461538,23.58188065,0.01,6.520297393,3.674833943,9.036420129,25.01173954,127,13
20,15,25,0,0.07881137,42.50009245,0.955223881,5.4,19.87305283,0,6.637938046,4.420391734,8.922931032,16.0075133,130,33
15,15,35,12.83149606,0.111254851,63.62527898,0.983050848,6.06666667,9.47220127,0.03,8.178768035,6.679041752,9.83435775,23.01080038,56,6
25,10,35,22.14910242,0.116719243,66.59069331,0.96460177,6.5,5.57992767,0,5.481277786,5.53659927,6.71215874,14.00657414,20,3
20,10,45,6.694722425,0.134062927,53.04208064,0.957317073,6.5625,11.50196227,0.02,6.185579165,4.068445464,6.462130539,18.00845247,42,9
50,15,50,21.74541161,0.165697674,56.90849488,0.925373134,6.26315789,13.41957499,0.02,8.883418594,4.48951381,9.216683752,21.00986121,46,17
25,10,40,6.632298972,0.100244499,82.27954394,0.950819672,6.42105263,8.378139481,0.01,3.147057813,5.924083113,4.461636233,21.00986121,88,18
30,20,30,13.08836367,0.085059172,34.86978515,0.954954955,6,22.88611489,0,5.723993734,4.667146352,9.237308242,21.00986121,216,77
60,35,65,169.2196439,0.108254398,64.12373419,0.892156863,5.5,27.78358148,0.02,5.998048764,5.603392155,9.335792727,9.004226234,200,28
25,15,35,54.99875515,0.126302083,49.74090515,0.898148148,5.90909091,26.1705018,0.02,5.30968359,6.246234343,6.407211779,20.00939163,133,25
20,20,60,40.73573325,0.120058565,71.75791046,0.931818182,3.66666667,27.85991317,0.04,1.895878897,7.521469678,4.196484532,13.00610456,187,27
20,20,35,85.53503799,0.105855856,63.71463584,0.933333333,6.54545455,17.11511585,0.02,2.839559825,7.363613309,3.700356767,9.004226234,204,33
10,5,15,18.42969082,0.072642968,38.85223011,0.845238095,6.57142857,15.409692,0,2.775088689,5.990750279,1.945375173,5.002347908,270,24
5,5,25,15.34343405,0.084724005,49.67149584,0.899082569,6,8.994038652,0.01,4.280910685,7.319297386,3.510193006,11.0051654,235,6
5,5,15,26.28069934,0.075630252,37.89679737,0.870967742,6.3,13.27304592,0.04,3.998501329,7.286278791,2.066400514,5.002347908,236,15
15,10,30,22.70592651,0.084291188,53.11521108,0.910714286,5.66666667,21.09362619,0,4.84350003,10.07507703,4.955250043,0,128,10
10,5,20,23.12000926,0.095118899,34.13802028,0.869565217,6.85714286,18.58456917,0,4.335546055,8.202849748,3.178085893,6.002817489,208,13
10,10,15,23.76884869,0.078608247,33.2709119,0.963636364,6,7.012406227,0.01,2.294766261,8.003116811,4.688766241,4.001878326,183,23
5,5,25,10.11229744,0.101727447,49.74221747,0.949152542,6.66666667,6.686137141,0,4.716498997,7.181702291,7.314081083,0,81,15
10,5,10,11.66258563,0.085987261,48.88414526,0.954954955,6.55555556,26.94559747,0.02,5.589672465,8.507924621,6.654260963,13.00610456,205,6
45,10,50,23.86879256,0.11965812,52.60960386,0.965517241,6.5,26.49754318,0,6.51025287,7.135691436,7.077227921,19.00892205,41,4
15,15,40,113.5305986,0.11754386,44.46962379,0.991452992,6.11111111,10.73795095,0.02,7.600383821,7.924877761,9.870959789,27.0126787,15,7
20,15,20,27.2465261,0.090909091,40.19287192,0.935483871,6.16666667,10.74880979,0.02,5.566474392,6.052505436,6.289991888,18.00845247,63,10
0,5,35,47.10826641,0.131147541,46.99810226,0.94,6.25,4.931411389,0,5.199038178,5.858300386,6.429202882,25.01173954,15,6
30,20,60,22.60448203,0.121212121,64.25485357,0.957446809,6.5,21.19977911,0.06,7.006460222,6.393849292,6.016095394,15.00704372,72,14
30,20,50,16.80707045,0.118243243,55.05719624,0.975206612,5.14285714,23.13543611,0,3.957460613,6.241208405,5.209781129,9.004226234,71,18
15,10,35,63.5230226,0.109243697,48.5821009,0.96,7,18.36106688,0.02,3.025575554,3.493363258,2.32974815,15.00704372,75,23
40,45,55,52.15562223,0.113557358,55.07530477,0.925,6.5,21.1453647,0,3.402468171,2.024592882,2.335178115,14.00657414,161,48
65,90,105,124.3207327,0.104918033,94.61349354,0.887096774,6.375,110.4585721,0.14,4.573605595,5.781497831,4.734934716,54.0253574,101,39
40,30,55,66.76170159,0.137931034,67.6756119,0.933884298,5.88888889,24.28693626,0.03,6.293697451,6.676121269,8.596276315,26.01220912,40,15
10,15,35,82.50736736,0.085948158,55.47942122,0.954954955,6.63636364,10.42983442,0.02,6.371753921,7.17306057,9.322455282,9.004226234,87,24
25,15,35,5.939569899,0.117433414,46.67943976,0.898148148,6.28571429,14.32237299,0,5.797435303,5.061894055,5.757258869,26.01220912,67,11
15,10,40,6.30435016,0.113500597,57.52481433,0.957446809,6,16.57197608,0,3.029500635,4.479692202,4.339279855,48.02253991,116,17
25,10,45,21.20464271,0.122783083,56.25136454,0.918367347,6.45454545,23.7066759,0,3.333584539,4.29223244,4.794668987,8.003756652,89,17
80,20,75,45.32381816,0.154109589,80.82578964,0.916666667,6,36.06171463,0,5.227696138,3.524335465,6.816159267,5.002347908,163,12
45,40,50,149.1705508,0.122162162,59.87479565,0.911764706,6.28571429,25.5109922,0.05,4.926779257,4.510878378,8.107204452,16.0075133,143,39
15,10,25,26.83243919,0.107358263,45.98777427,0.91509434,6.14285714,14.55912165,0,4.232110186,2.73080539,5.627738418,12.00563498,135,17
10,10,15,26.35161117,0.086907449,41.17386096,1,6.66666667,15.019318,0,2.604557618,1.982927281,2.189321209,9.004226234,192,27
20,10,20,27.51709682,0.0943194,49.7419676,0.938461539,6.2,11.44069079,0,4.261035464,3.663277887,5.136148027,10.00469582,160,28
25,20,35,21.32159964,0.09375,38.91045759,0.95,6.5,22.94563555,0.04,5.186622204,4.764164325,7.27056184,5.002347908,96,28
60,30,75,35.24544558,0.117166213,63.05390841,0.922330097,6.57142857,22.05944092,0,4.220415058,5.324494137,10.34627761,11.0051654,150,36
40,10,25,7.246127964,0.082294264,57.33072329,0.87962963,5.75,30.5876134,0,1.942642439,5.021242428,10.24615749,5.002347908,171,15
40,25,45,65.25562197,0.104377104,48.44743462,0.91011236,6.4,34.84776824,0,4.403232722,5.685012354,11.60500301,9.004226234,152,62
30,20,35,69.76218154,0.124386252,47.66822336,0.901960784,6.25,24.67691476,0.07,5.40038203,4.798404016,9.267559451,9.004226234,99,48
35,30,50,94.96618476,0.120938628,65.6776003,0.860465116,5.5,67.14328778,0,3.78690577,2.910651612,7.161946719,9.004226234,148,39
70,50,80,84.24759976,0.184238552,65.23712849,0.88372093,6.6,40.86277936,0.03,7.693382361,3.8617758,11.1453329,12.00563498,298,119
50,55,90,52.52065762,0.162698413,65.72829274,0.863636364,4.57142857,47.34207697,0,5.303416582,2.429343418,9.415177803,29.01361786,291,118
95,85,85,149.9207288,0.126971609,75.39474578,0.7,4.5,73.51395873,0.01,4.869323774,3.745357558,7.234044087,53.02488782,284,68
80,85,140,134.4230554,0.197463768,68.75077499,0.941176471,4,85.98034524,0,5.420956827,2.454726654,7.50331568,42.01972243,258,98
110,65,130,94.75679497,0.147712418,80.95231872,0.75,5.14285714,93.90917628,0.07,3.690102335,4.059839204,5.005555562,31.01455703,257,60
85,105,115,86.44393898,0.1565762,71.55662607,0.878048781,2.5,56.18912891,0.07,4.915288194,2.335122736,4.92308965,27.0126787,361,128
65,55,115,68.50520963,0.124843945,65.91790542,0.761904762,4.83333333,52.42678176,0.07,5.552189075,2.666105522,4.942016354,42.01972243,225,46
110,105,165,121.2936216,0.187116564,106.5358215,0.742857143,5.8,94.74622424,0.14,6.054138263,2.247375771,4.975333938,13.00610456,310,83
80,70,115,54.4487213,0.153846154,77.88085936,0.753424658,5.3,58.87213575,0.02,6.954637301,4.254234902,5.068878543,20.00939163,78,43
135,120,120,112.9783648,0.141605839,81.26291489,0.857142857,5.5,78.98370327,0.05,7.391485152,7.045130536,7.568631824,26.01220912,244,74
65,50,105,187.1472347,0.163690476,94.36219055,0.805555556,4.72727273,74.25746073,0.07,4.754548493,4.445139429,4.301987839,42.01972243,269,44
25,30,40,70.1003071,0.104864865,59.64574184,0.730769231,5.83333333,37.33218103,0,6.05881151,4.662844576,5.562398579,180.0845247,275,26
85,65,90,78.91962403,0.125708885,64.01284095,0.768115942,5.22222222,59.97584761,0.03,5.35968942,4.789921736,4.328964667,49.0230095,263,76
45,45,95,71.91378649,0.154246101,69.00287717,0.84,6,71.21326319,0.01,3.841919482,3.958449689,2.182892615,30.01408745,151,29
95,80,115,202.693398,0.151955307,99.34412118,0.864864865,5,70.50360254,0.01,3.73411351,3.243841654,5.63044917,102.0478973,292,76
50,45,80,64.67358683,0.139082058,59.85886754,0.692307692,5.1,41.361061,0.02,2.924226911,2.228595733,5.46297521,24.01126996,165,66
95,75,90,101.899343,0.118842846,62.59496466,0.752941177,4.81818182,52.38551738,0.01,3.39744936,2.723836439,6.278488603,53.02488782,303,72
20,15,35,18.10700351,0.090648855,42.75615474,0.861111111,6.14285714,15.43857669,0,2.942605636,2.757535246,5.413201682,12.00563498,258,38
45,30,55,43.16162909,0.121,51.48397083,0.793478261,6.11764706,18.85568087,0.02,5.029725665,5.360320182,6.97040662,40.01878326,162,25
25,20,40,17.55561441,0.0906298,44.93998742,0.88,6,31.64213289,0,5.140068512,3.461193581,9.169459859,14.00657414,181,69
5,5,20,39.23829991,0.077067669,50.09513676,0.769230769,0,37.08007725,0,4.067889295,3.403806206,9.152846058,22.01033079,201,7
25,15,40,64.43837723,0.107806691,43.11578646,0.869565217,5.6,34.95405449,0,2.774493773,3.372858381,7.778381697,42.01972243,260,34
35,25,55,97.33766714,0.115598886,53.68753705,0.730769231,7,56.27509327,0,3.87620512,2.443861542,7.04836215,24.01126996,246,52
25,20,40,31.23161573,0.119302949,47.18501458,0.913043478,5.75,45.80891784,0.01,3.439872464,3.433680749,4.98119895,38.0178441,205,41
85,75,75,90.37999854,0.118070554,64.28053204,0.804123711,5,40.12554944,0.01,6.677739648,5.720921045,9.111449719,159.0746635,406,77
65,60,75,90.61213129,0.11715089,60.94833257,0.608695652,4.25,58.46631453,0.03,2.8650524,3.279706819,6.790832436,243.1141083,284,81
80,90,115,291.7509854,0.146699267,88.53850952,0.75,5.5,53.78559549,0.09,4.420122899,5.637930348,5.906953517,56.02629657,270,84
50,45,65,283.1883519,0.093278464,108.1983025,0.848484849,5.6,34.98057184,0,5.118164315,4.757053897,7.14033705,346.1624752,114,28
65,75,90,161.9315422,0.107476636,87.40185127,0.869565217,4.66666667,65.88803584,0.1,6.473410466,3.692612639,7.993471405,568.2667223,256,70
95,90,105,385.3209668,0.096412556,82.18113483,0.761904762,6.25,62.32531936,0.01,3.913639594,4.847841716,8.267729134,248.1164562,253,47
205,205,205,195.049678,0.144480519,99.84147709,0.875,6,94.88490645,0,5.088535262,2.921550691,8.872287455,304.1427528,368,46
55,45,100,80.35957698,0.137770898,66.8236784,0.724137931,5.5,89.8770234,0.02,2.141374799,3.191481806,7.054762258,76.0356882,219,56
115,75,125,64.11512466,0.136450382,76.93066848,0.571428571,3.2,86.10070777,0.02,1.796292491,5.413977848,4.649634335,96.04507983,352,21
70,60,110,82.31358316,0.128518972,71.3956537,0.764705882,4.66666667,64.31645113,0.03,4.498901585,5.347828833,6.620076687,39.01831368,260,48
255,185,155,168.0876109,0.161231884,86.30615011,0.675324675,4.9375,119.3595994,0.04,5.415352369,5.528909708,9.810205174,75.03521862,329,68
195,140,155,249.4804057,0.187939698,84.96387829,0.736486487,4.82352941,128.2507675,0.05,8.599947265,4.267379317,12.82739182,74.03474903,221,62
175,150,180,260.3926844,0.186773905,113.9056955,0.615384615,4.27272727,98.81245286,0.03,7.133841433,4.816502377,10.90017074,80.03756652,157,46
180,120,155,89.27776988,0.188659794,113.6067695,0.696202532,5.46153846,98.32627609,0.04,5.543255404,5.832876408,8.130794448,41.01925284,228,73
50,40,60,67.29810404,0.104947526,58.0221208,0.541666667,2,40.18369348,0.18,8.110571023,9.530517025,10.46831784,17.00798289,208,110
90,65,60,20.3582612,0.147302905,49.89690619,0.756410256,4.14285714,50.71012502,0.17,7.62200342,9.02945591,10.06418532,13.00610456,181,80
65,45,75,93.79466156,0.124022346,79.93375628,0.821428571,5.5,37.05124386,0.09,4.277872107,2.536046503,4.473999991,58.02723573,207,120
70,45,60,104.7366208,0.130663857,60.45058494,0.731343284,6.33333333,45.09713835,0.05,5.948479812,5.723858597,3.398878826,20.00939163,193,78
120,95,90,90.27861988,0.128292268,59.55646913,0.825581395,5.14285714,49.44761717,0.28,6.250147661,7.355569044,8.101211921,58.02723573,268,136
75,70,70,98.05918803,0.157142857,60.13089586,0.75862069,5.66666667,67.4190404,0,6.44262045,7.57578472,7.171905041,43.02019201,159,46
25,15,60,105.2313823,0.164210526,84.48352534,0.892857143,5.25,81.49033316,0.07,8.466817342,8.687376777,9.820328342,9.004226234,38,6
50,40,50,86.69501966,0.103166496,70.32580047,0.854166667,5.92307692,56.37439341,0.09,5.973924985,6.804400055,9.77855999,13.00610456,188,72
55,30,65,34.68925378,0.110666667,80.60133941,0.848920863,4.53846154,41.4703807,0.07,4.522777393,4.931842105,9.186497182,14.00657414,83,23
25,10,20,20.77051529,0.088820827,47.49913951,0.824324324,6.34782609,36.74859391,0.02,6.882029578,6.707748234,11.03154078,9.004226234,41,19
45,25,35,4.295099519,0.129032258,63.34978511,0.907317073,5.96,35.90401041,0,7.912403203,6.21932965,12.33028798,26.01220912,59,19
45,15,85,27.37224276,0.130952381,77.36953179,0.8359375,5.28571429,40.435703,0.03,6.650081383,4.480934988,11.70873988,10.00469582,27,0
140,70,100,98.18891111,0.160893855,89.42289833,0.688888889,5.11111111,114.5209605,0.03,9.40677675,7.339438978,10.10356158,21.00986121,134,37
10,10,40,70.50567094,0.105263158,61.8639916,0.924528302,5.8,59.93906113,0,11.29813705,8.618958696,8.97908605,16.0075133,30,18
135,90,175,197.3472966,0.191027496,208.6816325,0.727272727,4.58823529,189.264784,0.09,7.41858589,5.91588382,7.277020173,40.01878326,89,2
105,55,120,62.19560015,0.130990415,67.34629904,0.723076923,5.66666667,119.2835728,0.16,5.530351094,4.458116491,3.740612159,43.02019201,213,20
370,180,215,135.7224553,0.209677419,150.0179339,0.64673913,3.97058824,200.8688301,0.09,5.44397635,4.450262401,5.049969168,65.0305228,185,20
165,90,185,54.59644255,0.204353083,126.211044,0.771300448,4.29166667,170.2465193,0.15,5.705267974,5.389802527,6.429280646,143.0671502,122,8
170,65,185,156.6242065,0.191780822,135.5665526,0.657303371,4.7,172.9111578,0.22,4.637120003,4.638790054,6.28676006,17.00798289,77,2
55,30,50,359.3277973,0.174193548,157.1544387,0.610169492,4.9,214.3496672,0.03,6.242149143,3.488318863,8.970311854,47.02207033,130,1
365,180,265,321.5065046,0.213347921,163.5260201,0.618343195,4.4,220.2719458,0.15,6.117395601,6.371073127,8.371131067,43.02019201,165,6
300,200,205,599.7428402,0.256716418,157.0714892,0.608856089,4.28571429,183.8945418,0.2,6.011751101,6.48358297,8.301519401,38.0178441,137,40
185,100,215,70.2362496,0.176933159,135.3040127,0.655518395,4.58823529,231.484976,0.13,7.079243125,5.047300119,9.863142244,21.00986121,174,13
320,145,520,174.5033722,0.203661327,139.7031712,0.632911392,4.88888889,180.7644338,0.31,7.467510189,3.917510155,10.27475727,34.01596577,133,4
235,90,180,205.6884486,0.218705036,126.7267189,0.653061225,4.5,199.7358377,0.19,6.726076534,7.096777621,10.09226617,26.01220912,129,12
380,220,210,361.8034093,0.297394429,152.3268837,0.583941606,4.08108108,211.1764907,0.16,4.731649142,7.467432165,11.74322176,83.03897527,217,10
260,125,205,107.7985226,0.271860095,121.8884643,0.58,4.57142857,177.3911714,0.16,5.37239363,5.876125938,10.73997636,25.01173954,127,21
